GISJOIN,YEAR,STUSAB,GEOID,GEOCODE,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,COUSUBCC,SUBMCDA,CONCITA,PLACEA,PLACECC,TRACTA,BLKGRPA,BLOCKA,AIANHHA,RES_ONLYA,TRUSTA,AIANHHCC,AITSA,TTRACTA,TBLKGRPA,ANRCA,CBSAA,MEMI,CSAA,METDIVA,NECTAA,NMEMI,CNECTAA,NECTADIVA,CBSAPCI,NECTAPCI,UAA,URA,CD116A,SLDU18A,SLDL18A,VTD,VTDI,ZCTAA,SDELMA,SDSECA,SDUNIA,PUMA,AREALAND,AREAWATR,BASENAME,NAME,FUNCSTAT,INTPTLAT,INTPTLON,LSADC,UGA,U7L001,U7L002,U7L003,U7L004,U7L005,U7L006,U7L007,U7L008,U7L009,U7L010,U7L011,U7L012,U7L013,U7L014,U7L015,U7L016,U7L017
"G2500010010100","2020","MA","1400000US25001010100","25001010100","1","1","Massachusetts","25","Barnstable County","001",,,,,,,"010100",,,,,,,,,,,"12700","1","148","99999",,,,,,,,,,,,,,,,,,"01301","25046216","12765872","101","Census Tract 101","S","+42.0598291","-070.2004073","CT",,3664,3477,3116,197,11,33,0,15,105,187,48,3,10,0,1,36,89
"G2500010010206","2020","MA","1400000US25001010206","25001010206","1","1","Massachusetts","25","Barnstable County","001",,,,,,,"010206",,,,,,,,,,,"12700","1","148","99999",,,,,,,,,,,,,,,,,,"01301","51240800","18828934","102.06","Census Tract 102.06","S","+41.9226356","-070.0153685","CT",,3566,3489,3234,46,3,35,4,30,137,77,25,0,2,0,0,16,34
"G2500010010208","2020","MA","1400000US25001010208","25001010208","1","1","Massachusetts","25","Barnstable County","001",,,,,,,"010208",,,,,,,,,,,"12700","1","148","99999",,,,,,,,,,,,,,,,,,"01301","54268861","11461462","102.08","Census Tract 102.08","S","+42.0135566","-070.0641514","CT",,2454,2388,2199,74,3,16,0,16,80,66,23,0,2,0,0,10,31
"G2500010010304","2020","MA","1400000US25001010304","25001010304","1","1","Massachusetts","25","Barnstable County","001",,,,,,,"010304",,,,,,,,,,,"12700","1","148","99999",,,,,,,,,,,,,,,,,,"01301","18347856","7830614","103.04","Census Tract 103.04","S","+41.8251080","-069.9762027","CT",,2672,2615,2407,89,3,26,0,17,73,57,7,1,0,1,0,12,36
"G2500010010306","2020","MA","1400000US25001010306","25001010306","1","1","Massachusetts","25","Barnstable County","001",,,,,,,"010306",,,,,,,,,,,"12700","1","148","99999",,,,,,,,,,,,,,,,,,"01301","17828396","1730719","103.06","Census Tract 103.06","S","+41.8593758","-069.9826347","CT",,3080,3008,2777,100,0,15,0,8,108,72,22,0,8,0,0,8,34
"G2500010010400","2020","MA","1400000US25001010400","25001010400","1","1","Massachusetts","25","Barnstable County","001",,,,,,,"010400",,,,,,,,,,,"12700","1","148","99999",,,,,,,,,,,,,,,,,,"01301","15587042","8476393","104","Census Tract 104","S","+41.7541457","-069.9861243","CT",,3345,3263,3035,66,7,32,0,20,103,82,24,3,0,0,0,19,36
"G2500010010500","2020","MA","1400000US25001010500","25001010500","1","1","Massachusetts","25","Barnstable County","001",,,,,,,"010500",,,,,,,,,,,"12700","1","148","99999",,,,,,,,,,,,,,,,,,"01301","21096183","13691016","105","Census Tract 105","S","+41.7662035","-069.9414510","CT",,2962,2899,2773,19,6,25,1,14,61,63,8,1,3,0,0,11,40
"G2500010010600","2020","MA","1400000US25001010600","25001010600","1","1","Massachusetts","25","Barnstable County","001",,,,,,,"010600",,,,,,,,,,,"12700","1","148","99999",,,,,,,,,,,,,,,,,,"01301","14694954","14524028","106","Census Tract 106","S","+41.6995108","-069.9561701","CT",,3134,3012,2859,68,2,22,0,12,49,122,20,4,0,1,0,66,31
"G2500010010700","2020","MA","1400000US25001010700","25001010700","1","1","Massachusetts","25","Barnstable County","001",,,,,,,"010700",,,,,,,,,,,"12700","1","148","99999",,,,,,,,,,,,,,,,,,"01301","27186449","29106036","107","Census Tract 107","S","+41.6185172","-069.9812765","CT",,3460,3374,3189,73,2,28,0,14,68,86,25,9,6,0,0,19,27
"G2500010010800","2020","MA","1400000US25001010800","25001010800","1","1","Massachusetts","25","Barnstable County","001",,,,,,,"010800",,,,,,,,,,,"12700","1","148","99999",,,,,,,,,,,,,,,,,,"01301","28389039","2733769","108","Census Tract 108","S","+41.7434889","-070.1009106","CT",,4919,4824,4604,33,4,44,2,17,120,95,22,0,3,0,0,19,51
"G2500010010900","2020","MA","1400000US25001010900","25001010900","1","1","Massachusetts","25","Barnstable County","001",,,,,,,"010900",,,,,,,,,,,"12700","1","148","99999",,,,,,,,,,,,,,,,,,"01301","31029298","3910428","109","Census Tract 109","S","+41.7460505","-070.0354744","CT",,5399,5188,4759,128,13,60,5,29,194,211,50,2,0,4,0,34,121
"G2500010011002","2020","MA","1400000US25001011002","25001011002","1","1","Massachusetts","25","Barnstable County","001",,,,,,,"011002",,,,,,,,,,,"12700","1","148","99999",,,,,,,,,,,,,,,,,,"01301","21448098","2202286","110.02","Census Tract 110.02","S","+41.6936245","-070.1052885","CT",,4604,4446,3917,187,13,20,0,73,236,158,32,7,0,2,0,30,87
"G2500010011100","2020","MA","1400000US25001011100","25001011100","1","1","Massachusetts","25","Barnstable County","001",,,,,,,"011100",,,,,,,,,,,"12700","1","148","99999",,,,,,,,,,,,,,,,,,"01301","19218084","2840365","111","Census Tract 111","S","+41.7115325","-070.0397280","CT",,5075,4922,4537,71,7,58,0,55,194,153,30,1,0,0,0,57,65
"G2500010011200","2020","MA","1400000US25001011200","25001011200","1","1","Massachusetts","25","Barnstable County","001",,,,,,,"011200",,,,,,,,,,,"12700","1","148","99999",,,,,,,,,,,,,,,,,,"01301","13422829","681464","112","Census Tract 112","S","+41.6794471","-070.0549755","CT",,3761,3693,3394,81,10,28,0,45,135,68,12,3,1,0,2,16,34
"G2500010011300","2020","MA","1400000US25001011300","25001011300","1","1","Massachusetts","25","Barnstable County","001",,,,,,,"011300",,,,,,,,,,,"12700","1","148","99999",,,,,,,,,,,,,,,,,,"01301","13113155","556274","113","Census Tract 113","S","+41.7302454","-070.1973919","CT",,2569,2530,2389,37,3,25,0,11,65,39,14,0,0,0,0,10,15
"G2500010011400","2020","MA","1400000US25001011400","25001011400","1","1","Massachusetts","25","Barnstable County","001",,,,,,,"011400",,,,,,,,,,,"12700","1","148","99999",,,,,,,,,,,,,,,,,,"01301","15367067","449479","114","Census Tract 114","S","+41.7329758","-070.1527866","CT",,3052,2986,2810,55,5,21,0,18,77,66,16,0,1,0,0,22,27
"G2500010011500","2020","MA","1400000US25001011500","25001011500","1","1","Massachusetts","25","Barnstable County","001",,,,,,,"011500",,,,,,,,,,,"12700","1","148","99999",,,,,,,,,,,,,,,,,,"01301","11168082","731897","115","Census Tract 115","S","+41.6969550","-070.1544713","CT",,4132,3989,3519,195,9,31,0,50,185,143,30,4,4,1,2,57,45
"G2500010011600","2020","MA","1400000US25001011600","25001011600","1","1","Massachusetts","25","Barnstable County","001",,,,,,,"011600",,,,,,,,,,,"12700","1","148","99999",,,,,,,,,,,,,,,,,,"01301","6359506","457312","116","Census Tract 116","S","+41.6637873","-070.1363983","CT",,3003,2866,2334,258,14,32,2,37,189,137,37,0,1,0,1,28,70
"G2500010011700","2020","MA","1400000US25001011700","25001011700","1","1","Massachusetts","25","Barnstable County","001",,,,,,,"011700",,,,,,,,,,,"12700","1","148","99999",,,,,,,,,,,,,,,,,,"01301","7335262","2368588","117","Census Tract 117","S","+41.6639738","-070.1680840","CT",,1918,1879,1717,59,2,16,1,20,64,39,10,3,0,0,0,2,24
"G2500010011801","2020","MA","1400000US25001011801","25001011801","1","1","Massachusetts","25","Barnstable County","001",,,,,,,"011801",,,,,,,,,,,"12700","1","148","99999",,,,,,,,,,,,,,,,,,"01301","9154103","609692","118.01","Census Tract 118.01","S","+41.7147036","-070.2370390","CT",,2443,2397,2310,5,5,16,0,2,59,46,3,1,1,3,0,13,25
"G2500010011802","2020","MA","1400000US25001011802","25001011802","1","1","Massachusetts","25","Barnstable County","001",,,,,,,"011802",,,,,,,,,,,"12700","1","148","99999",,,,,,,,,,,,,,,,,,"01301","13808079","1487789","118.02","Census Tract 118.02","S","+41.6945287","-070.2128176","CT",,4460,4345,3876,110,2,60,0,48,249,115,28,0,1,1,0,35,50
"G2500010012001","2020","MA","1400000US25001012001","25001012001","1","1","Massachusetts","25","Barnstable County","001",,,,,,,"012001",,,,,,,,,,,"12700","1","148","99999",,,,,,,,,,,,,,,,,,"01301","10330552","795784","120.01","Census Tract 120.01","S","+41.6823670","-070.1930295","CT",,5978,5808,4949,320,4,101,1,121,312,170,49,11,2,0,0,48,60
"G2500010012002","2020","MA","1400000US25001012002","25001012002","1","1","Massachusetts","25","Barnstable County","001",,,,,,,"012002",,,,,,,,,,,"12700","1","148","99999",,,,,,,,,,,,,,,,,,"01301","5771689","1014630","120.02","Census Tract 120.02","S","+41.6543614","-070.2047476","CT",,3265,3089,2500,143,11,75,3,82,275,176,36,9,2,3,0,66,60
"G2500010012101","2020","MA","1400000US25001012101","25001012101","1","1","Massachusetts","25","Barnstable County","001",,,,,,,"012101",,,,,,,,,,,"12700","1","148","99999",,,,,,,,,,,,,,,,,,"01301","13695217","700866","121.01","Census Tract 121.01","S","+41.6676372","-070.2359515","CT",,5608,5285,4228,304,18,96,1,183,455,323,57,4,1,5,0,97,159
"G2500010012102","2020","MA","1400000US25001012102","25001012102","1","1","Massachusetts","25","Barnstable County","001",,,,,,,"012102",,,,,,,,,,,"12700","1","148","99999",,,,,,,,,,,,,,,,,,"01301","9803598","5932744","121.02","Census Tract 121.02","S","+41.6289275","-070.2518265","CT",,3269,2952,2460,105,5,48,2,73,259,317,188,6,8,0,0,33,82
"G2500010012200","2020","MA","1400000US25001012200","25001012200","1","1","Massachusetts","25","Barnstable County","001",,,,,,,"012200",,,,,,,,,,,"12700","1","148","99999",,,,,,,,,,,,,,,,,,"01201","47737966","10437215","122","Census Tract 122","S","+41.7027836","-070.3170066","CT",,5055,4960,4664,32,23,40,0,11,190,95,16,3,4,2,0,18,52
"G2500010012502","2020","MA","1400000US25001012502","25001012502","1","1","Massachusetts","25","Barnstable County","001",,,,,,,"012502",,,,,,,,,,,"12700","1","148","99999",,,,,,,,,,,,,,,,,,"01201","5963437","2240399","125.02","Census Tract 125.02","S","+41.6392454","-070.2929762","CT",,3709,3444,2386,224,11,62,0,202,559,265,34,5,1,4,0,93,128
"G2500010012601","2020","MA","1400000US25001012601","25001012601","1","1","Massachusetts","25","Barnstable County","001",,,,,,,"012601",,,,,,,,,,,"12700","1","148","99999",,,,,,,,,,,,,,,,,,"01201","3467385","9794","126.01","Census Tract 126.01","S","+41.6624989","-070.3180404","CT",,3298,3042,2166,212,19,155,9,125,356,256,49,10,3,0,0,100,94
"G2500010012602","2020","MA","1400000US25001012602","25001012602","1","1","Massachusetts","25","Barnstable County","001",,,,,,,"012602",,,,,,,,,,,"12700","1","148","99999",,,,,,,,,,,,,,,,,,"01201","3331530","61281","126.02","Census Tract 126.02","S","+41.6561004","-070.2993941","CT",,5668,4872,2740,621,50,185,2,365,909,796,121,30,8,0,6,364,267
"G2500010012700","2020","MA","1400000US25001012700","25001012700","1","1","Massachusetts","25","Barnstable County","001",,,,,,,"012700",,,,,,,,,,,"12700","1","148","99999",,,,,,,,,,,,,,,,,,"01201","9606912","902420","127","Census Tract 127","S","+41.6439568","-070.3421590","CT",,4642,4496,3840,144,5,58,0,117,332,146,35,3,0,0,0,58,50
"G2500010012800","2020","MA","1400000US25001012800","25001012800","1","1","Massachusetts","25","Barnstable County","001",,,,,,,"012800",,,,,,,,,,,"12700","1","148","99999",,,,,,,,,,,,,,,,,,"01201","7807705","2887415","128","Census Tract 128","S","+41.6697854","-070.3495154","CT",,4120,4000,3419,123,16,54,0,73,315,120,21,1,2,0,0,30,66
"G2500010012900","2020","MA","1400000US25001012900","25001012900","1","1","Massachusetts","25","Barnstable County","001",,,,,,,"012900",,,,,,,,,,,"12700","1","148","99999",,,,,,,,,,,,,,,,,,"01201","6094063","56486","129","Census Tract 129","S","+41.6665236","-070.3680853","CT",,4373,4220,3582,126,13,58,3,80,358,153,28,1,2,1,0,52,69
"G2500010013002","2020","MA","1400000US25001013002","25001013002","1","1","Massachusetts","25","Barnstable County","001",,,,,,,"013002",,,,,,,,,,,"12700","1","148","99999",,,,,,,,,,,,,,,,,,"01201","15527709","4557283","130.02","Census Tract 130.02","S","+41.6279841","-070.3920127","CT",,2988,2915,2689,24,2,36,0,40,124,73,10,0,0,1,0,17,45
"G2500010013100","2020","MA","1400000US25001013100","25001013100","1","1","Massachusetts","25","Barnstable County","001",,,,,,,"013100",,,,,,,,,,,"12700","1","148","99999",,,,,,,,,,,,,,,,,,"01201","22908182","2064243","131","Census Tract 131","S","+41.6804380","-070.4223405","CT",,5969,5824,5265,88,23,65,5,67,311,145,47,5,0,0,0,22,71
"G2500010013200","2020","MA","1400000US25001013200","25001013200","1","1","Massachusetts","25","Barnstable County","001",,,,,,,"013200",,,,,,,,,,,"12700","1","148","99999",,,,,,,,,,,,,,,,,,"01201","19560911","3410844","132","Census Tract 132","S","+41.6316917","-070.4353237","CT",,5137,4991,4547,63,22,72,0,48,239,146,32,2,4,0,0,27,81
"G2500010013300","2020","MA","1400000US25001013300","25001013300","1","1","Massachusetts","25","Barnstable County","001",,,,,,,"013300",,,,,,,,,,,"12700","1","148","99999",,,,,,,,,,,,,,,,,,"01201","12813861","1535101","133","Census Tract 133","S","+41.7633827","-070.5007474","CT",,3275,3206,3050,10,4,56,1,10,75,69,15,3,0,0,0,9,42
"G2500010013400","2020","MA","1400000US25001013400","25001013400","1","1","Massachusetts","25","Barnstable County","001",,,,,,,"013400",,,,,,,,,,,"12700","1","148","99999",,,,,,,,,,,,,,,,,,"01201","21892831","518183","134","Census Tract 134","S","+41.7421020","-070.4343487","CT",,3893,3835,3667,12,2,29,2,17,106,58,5,0,0,0,0,9,44
"G2500010013500","2020","MA","1400000US25001013500","25001013500","1","1","Massachusetts","25","Barnstable County","001",,,,,,,"013500",,,,,,,,,,,"12700","1","148","99999",,,,,,,,,,,,,,,,,,"01201","23627496","1422547","135","Census Tract 135","S","+41.6967999","-070.4495131","CT",,6884,6688,6198,36,21,125,0,75,233,196,65,8,1,2,0,31,89
"G2500010013600","2020","MA","1400000US25001013600","25001013600","1","1","Massachusetts","25","Barnstable County","001",,,,,,,"013600",,,,,,,,,,,"12700","1","148","99999",,,,,,,,,,,,,,,,,,"01201","18725179","944532","136","Census Tract 136","S","+41.7037578","-070.4902898","CT",,6203,6048,5491,57,11,142,0,40,307,155,37,0,3,0,0,43,72
"G2500010013700","2020","MA","1400000US25001013700","25001013700","1","1","Massachusetts","25","Barnstable County","001",,,,,,,"013700",,,,,,,,,,,"12700","1","148","99999",,,,,,,,,,,,,,,,,,"01201","13702860","3233247","137","Census Tract 137","S","+41.7642630","-070.5943904","CT",,5435,5280,4869,59,22,50,3,47,230,155,56,6,6,0,0,32,55
"G2500010013800","2020","MA","1400000US25001013800","25001013800","1","1","Massachusetts","25","Barnstable County","001",,,,,,,"013800",,,,,,,,,,,"12700","1","148","99999",,,,,,,,,,,,,,,,,,"01201","12577898","927824","138","Census Tract 138","S","+41.7836351","-070.5395453","CT",,5054,4974,4521,63,14,111,0,64,201,80,25,0,2,0,0,16,37
"G2500010013900","2020","MA","1400000US25001013900","25001013900","1","1","Massachusetts","25","Barnstable County","001",,,,,,,"013900",,,,,,,,,,,"12700","1","148","99999",,,,,,,,,,,,,,,,,,"01201","15717345","6088464","139","Census Tract 139","S","+41.7270410","-070.6050598","CT",,4890,4821,4471,35,15,95,0,40,165,69,16,0,2,0,1,16,34
"G2500010014002","2020","MA","1400000US25001014002","25001014002","1","1","Massachusetts","25","Barnstable County","001",,,,,,,"014002",,,,,,,,,,,"12700","1","148","99999",,,,,,,,,,,,,,,,,,"01201","19063461","5154444","140.02","Census Tract 140.02","S","+41.6823007","-070.6160401","CT",,4284,4198,3848,62,41,42,5,33,167,86,22,2,5,0,0,14,43
"G2500010014100","2020","MA","1400000US25001014100","25001014100","1","1","Massachusetts","25","Barnstable County","001",,,,,,,"014100",,,,,,,,,,,"12700","1","148","99999",,,,,,,,,,,,,,,,,,"01201","82645035","127974","141","Census Tract 141","S","+41.7078392","-070.5455195","CT",,797,678,538,85,0,11,0,6,38,119,40,0,0,0,0,17,62
"G2500010014300","2020","MA","1400000US25001014300","25001014300","1","1","Massachusetts","25","Barnstable County","001",,,,,,,"014300",,,,,,,,,,,"12700","1","148","99999",,,,,,,,,,,,,,,,,,"01201","15892129","3325167","143","Census Tract 143","S","+41.6274594","-070.6315280","CT",,4593,4497,4234,35,4,63,0,12,149,96,20,0,0,0,1,10,65
"G2500010014402","2020","MA","1400000US25001014402","25001014402","1","1","Massachusetts","25","Barnstable County","001",,,,,,,"014402",,,,,,,,,,,"12700","1","148","99999",,,,,,,,,,,,,,,,,,"01201","41040480","2375914","144.02","Census Tract 144.02","S","+41.6075543","-070.6107028","CT",,7201,7030,6120,157,29,152,4,99,469,171,42,0,1,0,0,28,100
"G2500010014500","2020","MA","1400000US25001014500","25001014500","1","1","Massachusetts","25","Barnstable County","001",,,,,,,"014500",,,,,,,,,,,"12700","1","148","99999",,,,,,,,,,,,,,,,,,"01201","17332748","4318747","145","Census Tract 145","S","+41.5887538","-070.5327315","CT",,5481,5334,4689,120,36,47,0,98,344,147,39,3,2,0,0,19,84
"G2500010014600","2020","MA","1400000US25001014600","25001014600","1","1","Massachusetts","25","Barnstable County","001",,,,,,,"014600",,,,,,,,,,,"12700","1","148","99999",,,,,,,,,,,,,,,,,,"01201","12348292","1287007","146","Census Tract 146","S","+41.5777644","-070.5575930","CT",,4378,4246,3637,117,49,86,0,109,248,132,32,5,4,1,2,30,58
"G2500010014700","2020","MA","1400000US25001014700","25001014700","1","1","Massachusetts","25","Barnstable County","001",,,,,,,"014700",,,,,,,,,,,"12700","1","148","99999",,,,,,,,,,,,,,,,,,"01201","6280597","1450413","147","Census Tract 147","S","+41.5622625","-070.5737490","CT",,3646,3539,3059,94,28,48,1,78,231,107,24,2,7,1,0,11,62
"G2500010014800","2020","MA","1400000US25001014800","25001014800","1","1","Massachusetts","25","Barnstable County","001",,,,,,,"014800",,,,,,,,,,,"12700","1","148","99999",,,,,,,,,,,,,,,,,,"01201","5286480","409042","148","Census Tract 148","S","+41.5551393","-070.6057531","CT",,3591,3511,3058,105,22,52,2,75,197,80,31,0,1,0,0,17,31
"G2500010014900","2020","MA","1400000US25001014900","25001014900","1","1","Massachusetts","25","Barnstable County","001",,,,,,,"014900",,,,,,,,,,,"12700","1","148","99999",,,,,,,,,,,,,,,,,,"01201","15929585","3196513","149","Census Tract 149","S","+41.5458091","-070.6379995","CT",,3627,3534,3216,35,1,93,0,50,139,93,20,3,0,0,0,11,59
"G2500010015001","2020","MA","1400000US25001015001","25001015001","1","1","Massachusetts","25","Barnstable County","001",,,,,,,"015001",,,,,,,,,,,"12700","1","148","99999",,,,,,,,,,,,,,,,,,"01201","10233765","3549113","150.01","Census Tract 150.01","S","+41.6563467","-070.4748257","CT",,4449,4335,3571,138,158,64,0,92,312,114,43,2,2,0,0,20,47
"G2500010015002","2020","MA","1400000US25001015002","25001015002","1","1","Massachusetts","25","Barnstable County","001",,,,,,,"015002",,,,,,,,,,,"12700","1","148","99999",,,,,,,,,,,,,,,,,,"01201","14101460","2101791","150.02","Census Tract 150.02","S","+41.6361365","-070.5110013","CT",,4147,4010,3383,116,189,34,0,42,246,137,37,6,3,2,0,22,67
"G2500010015100","2020","MA","1400000US25001015100","25001015100","1","1","Massachusetts","25","Barnstable County","001",,,,,,,"015100",,,,,,,,,,,"12700","1","148","99999",,,,,,,,,,,,,,,,,,"01201","16637586","590370","151","Census Tract 151","S","+41.6104971","-070.4866035","CT",,4193,4089,3652,79,47,56,1,58,196,104,22,1,2,0,0,23,56
"G2500010015200","2020","MA","1400000US25001015200","25001015200","1","1","Massachusetts","25","Barnstable County","001",,,,,,,"015200",,,,,,,,,,,"12700","1","148","99999",,,,,,,,,,,,,,,,,,"01201","15250730","3741315","152","Census Tract 152","S","+41.5710571","-070.4888458","CT",,2267,2221,2101,14,11,15,0,5,75,46,10,3,1,2,0,3,27
"G2500010015300","2020","MA","1400000US25001015300","25001015300","1","1","Massachusetts","25","Barnstable County","001",,,,,,,"015300",,,,,,,,,,,"12700","1","148","99999",,,,,,,,,,,,,,,,,,"01201","13212205","530950","153","Census Tract 153","S","+41.6700497","-070.2817969","CT",,3957,3526,1998,500,42,64,5,260,657,431,88,18,10,3,0,150,162
"G2500010990000","2020","MA","1400000US25001990000","25001990000","1","1","Massachusetts","25","Barnstable County","001",,,,,,,"990000",,,,,,,,,,,"12700","1","148","99999",,,,,,,,,,,,,,,,,,"01301","0","2140963271","9900","Census Tract 9900","S","+41.7984014","-070.2145669","CT",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2500030900100","2020","MA","1400000US25003900100","25003900100","1","1","Massachusetts","25","Berkshire County","003",,,,,,,"900100",,,,,,,,,,,"38340","1","999","99999",,,,,,,,,,,,,,,,,,"00100","1264254","0","9001","Census Tract 9001","S","+42.4517005","-073.2529007","CT",,3406,2985,2275,382,11,82,0,18,217,421,87,17,6,0,0,179,132
"G2500030900200","2020","MA","1400000US25003900200","25003900200","1","1","Massachusetts","25","Berkshire County","003",,,,,,,"900200",,,,,,,,,,,"38340","1","999","99999",,,,,,,,,,,,,,,,,,"00100","1338731","111345","9002","Census Tract 9002","S","+42.4557477","-073.2413519","CT",,4260,3620,2688,470,13,64,0,51,334,640,121,52,5,1,0,271,190
"G2500030900300","2020","MA","1400000US25003900300","25003900300","1","1","Massachusetts","25","Berkshire County","003",,,,,,,"900300",,,,,,,,,,,"38340","1","999","99999",,,,,,,,,,,,,,,,,,"00100","2747524","21953","9003","Census Tract 9003","S","+42.4680494","-073.2419820","CT",,2848,2553,2118,160,6,52,1,22,194,295,52,16,5,0,0,134,88
"G2500030900400","2020","MA","1400000US25003900400","25003900400","1","1","Massachusetts","25","Berkshire County","003",,,,,,,"900400",,,,,,,,,,,"38340","1","999","99999",,,,,,,,,,,,,,,,,,"00100","12763913","991639","9004","Census Tract 9004","S","+42.4791481","-073.2549776","CT",,4742,4464,3860,285,7,26,3,30,253,278,53,11,0,0,0,121,93
"G2500030900500","2020","MA","1400000US25003900500","25003900500","1","1","Massachusetts","25","Berkshire County","003",,,,,,,"900500",,,,,,,,,,,"38340","1","999","99999",,,,,,,,,,,,,,,,,,"00100","28227200","2704641","9005","Census Tract 9005","S","+42.4607536","-073.3036660","CT",,3266,3132,2822,88,2,52,0,25,143,134,48,4,4,1,1,27,49
"G2500030900600","2020","MA","1400000US25003900600","25003900600","1","1","Massachusetts","25","Berkshire County","003",,,,,,,"900600",,,,,,,,,,,"38340","1","999","99999",,,,,,,,,,,,,,,,,,"00100","2112080","71544","9006","Census Tract 9006","S","+42.4565288","-073.2623060","CT",,4190,3671,2534,689,14,43,0,43,348,519,152,24,4,5,0,203,131
"G2500030900700","2020","MA","1400000US25003900700","25003900700","1","1","Massachusetts","25","Berkshire County","003",,,,,,,"900700",,,,,,,,,,,"38340","1","999","99999",,,,,,,,,,,,,,,,,,"00100","7194096","331454","9007","Census Tract 9007","S","+42.4346711","-073.2936239","CT",,2820,2696,2466,85,4,15,0,18,108,124,15,6,0,2,0,39,62
"G2500030900800","2020","MA","1400000US25003900800","25003900800","1","1","Massachusetts","25","Berkshire County","003",,,,,,,"900800",,,,,,,,,,,"38340","1","999","99999",,,,,,,,,,,,,,,,,,"00100","25849608","551501","9008","Census Tract 9008","S","+42.4184299","-073.2554102","CT",,4781,4553,4223,60,0,93,0,15,162,228,63,2,4,0,0,66,93
"G2500030900900","2020","MA","1400000US25003900900","25003900900","1","1","Massachusetts","25","Berkshire County","003",,,,,,,"900900",,,,,,,,,,,"38340","1","999","99999",,,,,,,,,,,,,,,,,,"00100","4025777","86806","9009","Census Tract 9009","S","+42.4381558","-073.2591484","CT",,5131,4643,4003,273,5,54,1,48,259,488,67,18,8,1,0,250,144
"G2500030901100","2020","MA","1400000US25003901100","25003901100","1","1","Massachusetts","25","Berkshire County","003",,,,,,,"901100",,,,,,,,,,,"38340","1","999","99999",,,,,,,,,,,,,,,,,,"00100","7889295","14757","9011","Census Tract 9011","S","+42.4771527","-073.2083180","CT",,3533,3382,3007,152,1,71,1,13,137,151,30,0,0,0,0,60,61
"G2500030911100","2020","MA","1400000US25003911100","25003911100","1","1","Massachusetts","25","Berkshire County","003",,,,,,,"911100",,,,,,,,,,,"38340","1","999","99999",,,,,,,,,,,,,,,,,,"00100","74730666","1899775","9111","Census Tract 9111","S","+42.5358751","-073.2410907","CT",,3038,2955,2747,30,6,39,0,11,122,83,19,0,0,0,0,18,46
"G2500030912100","2020","MA","1400000US25003912100","25003912100","1","1","Massachusetts","25","Berkshire County","003",,,,,,,"912100",,,,,,,,,,,"38340","1","999","99999",,,,,,,,,,,,,,,,,,"00100","56384679","256362","9121","Census Tract 9121","S","+42.4798193","-073.1537760","CT",,6330,6169,5812,56,2,60,0,16,223,161,40,5,5,1,0,42,68
"G2500030913100","2020","MA","1400000US25003913100","25003913100","1","1","Massachusetts","25","Berkshire County","003",,,,,,,"913100",,,,,,,,,,,"38340","1","999","99999",,,,,,,,,,,,,,,,,,"00100","54950826","1168188","9131","Census Tract 9131","S","+42.3678582","-073.2697633","CT",,5095,4872,4570,50,4,102,2,16,128,223,50,3,0,0,3,80,87
"G2500030914100","2020","MA","1400000US25003914100","25003914100","1","1","Massachusetts","25","Berkshire County","003",,,,,,,"914100",,,,,,,,,,,"38340","1","999","99999",,,,,,,,,,,,,,,,,,"00100","67718745","2251034","9141","Census Tract 9141","S","+42.3031741","-073.2339236","CT",,5788,5484,5083,54,6,138,2,24,177,304,48,0,5,0,0,149,102
"G2500030920101","2020","MA","1400000US25003920101","25003920101","1","1","Massachusetts","25","Berkshire County","003",,,,,,,"920101",,,,,,,,,,,"38340","1","999","99999",,,,,,,,,,,,,,,,,,"00100","35555233","246166","9201.01","Census Tract 9201.01","S","+42.7235381","-073.2135000","CT",,4501,4203,3463,147,6,324,0,32,231,298,105,7,0,0,0,75,111
"G2500030920102","2020","MA","1400000US25003920102","25003920102","1","1","Massachusetts","25","Berkshire County","003",,,,,,,"920102",,,,,,,,,,,"38340","1","999","99999",,,,,,,,,,,,,,,,,,"00100","85482502","68664","9201.02","Census Tract 9201.02","S","+42.6561192","-073.2203731","CT",,3012,2848,2424,102,3,176,0,19,124,164,55,6,3,0,0,46,54
"G2500030921300","2020","MA","1400000US25003921300","25003921300","1","1","Massachusetts","25","Berkshire County","003",,,,,,,"921300",,,,,,,,,,,"38340","1","999","99999",,,,,,,,,,,,,,,,,,"00100","11992993","132550","9213","Census Tract 9213","S","+42.6985261","-073.0842998","CT",,4836,4598,4063,180,7,32,0,55,261,238,72,15,8,2,0,61,80
"G2500030921400","2020","MA","1400000US25003921400","25003921400","1","1","Massachusetts","25","Berkshire County","003",,,,,,,"921400",,,,,,,,,,,"38340","1","999","99999",,,,,,,,,,,,,,,,,,"00100","17962803","138318","9214","Census Tract 9214","S","+42.6755651","-073.1181140","CT",,1462,1393,1271,26,0,7,0,8,81,69,23,1,3,0,0,21,21
"G2500030921500","2020","MA","1400000US25003921500","25003921500","1","1","Massachusetts","25","Berkshire County","003",,,,,,,"921500",,,,,,,,,,,"38340","1","999","99999",,,,,,,,,,,,,,,,,,"00100","18120994","340405","9215","Census Tract 9215","S","+42.6905098","-073.1493635","CT",,2935,2831,2569,50,6,30,0,9,167,104,41,7,3,0,1,21,31
